epoch,stage,optimizer,lr,momentum,weight_decay,rho,train_loss,train_acc,test_loss,test_acc,best_test_acc,epoch_time
17,stage1,rmsprop,0.01,0.9,0.0005,,1.4221483186340331,0.4777,13.272871253967285,0.1436,0.383,35.433701515197754
18,stage1,rmsprop,0.01,0.9,0.0005,,1.4054696763610839,0.4887,3.973723442077637,0.1655,0.383,35.35877466201782
19,stage1,rmsprop,0.01,0.9,0.0005,,1.4201450940704345,0.48078,7.053626300048828,0.189,0.383,35.39493370056152
20,stage1,rmsprop,0.01,0.9,0.0005,,1.4137315435028077,0.48132,1.846809341430664,0.2912,0.383,35.345579624176025
21,stage1,rmsprop,0.01,0.9,0.0005,,1.4135883493804933,0.48036,3.993777624130249,0.1311,0.383,35.35637640953064
22,stage1,rmsprop,0.01,0.9,0.0005,,1.4165253084564209,0.48226,4.858516122436524,0.1687,0.383,35.48444104194641
23,stage1,rmsprop,0.01,0.9,0.0005,,1.4145437756729127,0.48394,3.232708335876465,0.2545,0.383,35.47394824028015
24,stage1,rmsprop,0.01,0.9,0.0005,,1.4141642578887939,0.4831,2.6306345806121825,0.2264,0.383,35.41468381881714
25,stage1,rmsprop,0.01,0.9,0.0005,,1.4023351902008057,0.49108,7.017240196228028,0.1718,0.383,35.37143564224243
26,stage1,rmsprop,0.01,0.9,0.0005,,1.4034274988555908,0.48844,2.724042847442627,0.2414,0.383,35.4012246131897
27,stage1,rmsprop,0.01,0.9,0.0005,,1.4183656342697144,0.48148,2.7383431938171388,0.2659,0.383,35.31886339187622
28,stage1,rmsprop,0.01,0.9,0.0005,,1.4147956335067748,0.48132,2.7071991539001465,0.344,0.383,35.383952617645264
29,stage1,rmsprop,0.01,0.9,0.0005,,1.4101598721694946,0.48032,3.125141614151001,0.1391,0.383,35.484800815582275
30,stage1,rmsprop,0.01,0.9,0.0005,,1.4096124042129516,0.48356,4.59914846572876,0.1737,0.383,35.46872138977051
31,stage1,rmsprop,0.01,0.9,0.0005,,1.4054698831939698,0.48522,1.9111233482360839,0.3564,0.383,35.387420415878296
32,stage1,rmsprop,0.01,0.9,0.0005,,1.4055400759506225,0.48636,2.864588026046753,0.2086,0.383,35.39217782020569
33,stage1,rmsprop,0.01,0.9,0.0005,,1.387560782775879,0.49322,2.4650949167251586,0.2555,0.383,35.377262115478516
34,stage1,rmsprop,0.01,0.9,0.0005,,1.3928856622695922,0.49112,2.372525495147705,0.2898,0.383,35.32118105888367
35,stage1,rmsprop,0.01,0.9,0.0005,,1.386173380432129,0.49348,6.60374623336792,0.181,0.383,35.424004554748535
36,stage1,rmsprop,0.01,0.9,0.0005,,1.3976814419937134,0.48764,3.6764610244750977,0.1785,0.383,35.47357130050659
37,stage1,rmsprop,0.01,0.9,0.0005,,1.389720684967041,0.49278,2.447050255584717,0.2145,0.383,35.47805619239807
38,stage1,rmsprop,0.01,0.9,0.0005,,1.3750523080444337,0.49522,4.6184108940124515,0.195,0.383,35.36529183387756
39,stage1,rmsprop,0.01,0.9,0.0005,,1.387665644493103,0.49052,2.3344663150787355,0.2355,0.383,35.42723608016968
40,stage1,rmsprop,0.01,0.9,0.0005,,1.3868848434448242,0.49284,2.457137939834595,0.2155,0.383,35.34960675239563
41,stage1,rmsprop,0.01,0.9,0.0005,,1.3855282682037353,0.4931,5.053982765197754,0.1997,0.383,35.33553075790405
42,stage1,rmsprop,0.01,0.9,0.0005,,1.3789945012664795,0.496,23.722427825927735,0.1024,0.383,35.47385215759277
43,stage1,rmsprop,0.01,0.9,0.0005,,1.3820344644927978,0.49352,1.828568387413025,0.329,0.383,35.44638252258301
44,stage1,rmsprop,0.01,0.9,0.0005,,1.387855452041626,0.49186,2.830496825790405,0.2128,0.383,35.46556377410889
45,stage1,rmsprop,0.01,0.9,0.0005,,1.3926159845733643,0.4876,2.0760673404693604,0.3539,0.383,35.36993432044983
46,stage1,rmsprop,0.01,0.9,0.0005,,1.3891186591720581,0.49358,4.212594653701783,0.2333,0.383,35.41514492034912
47,stage1,rmsprop,0.01,0.9,0.0005,,1.3680367501831054,0.4983,2.166790386581421,0.2874,0.383,35.353113889694214
48,stage1,rmsprop,0.01,0.9,0.0005,,1.369488613357544,0.49546,3.6411189605712893,0.1912,0.383,35.31541657447815
49,stage1,rmsprop,0.01,0.9,0.0005,,1.3700343538665771,0.49706,2.034842259979248,0.3265,0.383,35.49402451515198
50,stage1,rmsprop,0.01,0.9,0.0005,,1.365780433883667,0.49586,3.3595905380249023,0.213,0.383,35.461708307266235
51,stage1,rmsprop,0.01,0.9,0.0005,,1.3617617897033691,0.49956,2.5152333332061767,0.2084,0.383,35.41145944595337
52,stage1,rmsprop,0.01,0.9,0.0005,,1.3651035444641113,0.4972,2.97654850730896,0.2192,0.383,35.35717511177063
53,stage1,rmsprop,0.01,0.9,0.0005,,1.3725288996124267,0.49634,3.092969604110718,0.2571,0.383,35.40401530265808
54,stage1,rmsprop,0.01,0.9,0.0005,,1.375021575202942,0.49634,3.0998248962402344,0.2822,0.383,35.33172917366028
55,stage1,rmsprop,0.01,0.9,0.0005,,1.3618977411651612,0.49836,2.6750123138427733,0.2015,0.383,35.371238470077515
56,stage1,rmsprop,0.01,0.9,0.0005,,1.363543574295044,0.49936,4.446451763153076,0.1911,0.383,35.4754102230072
57,stage1,rmsprop,0.01,0.9,0.0005,,1.3620240491485596,0.50024,3.759214619445801,0.1996,0.383,35.46753978729248
58,stage1,rmsprop,0.01,0.9,0.0005,,1.3667273793029786,0.5004,4.485131365203857,0.1884,0.383,35.39643168449402
59,stage1,rmsprop,0.01,0.9,0.0005,,1.3612964018249512,0.50376,2.712791817855835,0.2778,0.383,35.39324331283569
60,stage1,rmsprop,0.01,0.9,0.0005,,1.3586460479354858,0.50462,2.5085945583343507,0.2824,0.383,35.38880372047424
61,stage1,rmsprop,0.01,0.9,0.0005,,1.3625111254119873,0.50288,2.368464161682129,0.316,0.383,35.32557511329651
62,stage1,rmsprop,0.01,0.9,0.0005,,1.3579593615341186,0.50438,2.865989727020264,0.269,0.383,35.414806842803955
63,stage1,rmsprop,0.01,0.9,0.0005,,1.3608685395050049,0.50344,5.965077442550659,0.1778,0.383,35.47010064125061
64,stage1,rmsprop,0.01,0.9,0.0005,,1.353849641685486,0.5057,2.542650235366821,0.2662,0.383,35.481863260269165
65,stage1,rmsprop,0.01,0.9,0.0005,,1.3690317261123657,0.49972,5.946194972991943,0.216,0.383,35.375956773757935
66,stage1,rmsprop,0.01,0.9,0.0005,,1.366224292526245,0.49862,2.2191209245681764,0.3248,0.383,35.40343737602234
67,stage1,rmsprop,0.01,0.9,0.0005,,1.3548234957885743,0.50518,2.7720996852874755,0.2112,0.383,35.374502658843994
68,stage1,rmsprop,0.01,0.9,0.0005,,1.3591753427124023,0.50354,6.784794441986084,0.1466,0.383,35.318450927734375
69,stage1,rmsprop,0.01,0.9,0.0005,,1.3584775623321532,0.50536,3.6774317764282225,0.2437,0.383,35.448628425598145
70,stage1,rmsprop,0.01,0.9,0.0005,,1.3514255265808106,0.50532,3.304364778137207,0.2659,0.383,35.45319175720215
71,stage1,rmsprop,0.01,0.9,0.0005,,1.3525107336425781,0.50578,1.760842272567749,0.3488,0.383,35.45915508270264
72,stage1,rmsprop,0.01,0.9,0.0005,,1.3528732783508302,0.5073,4.059702960205078,0.161,0.383,35.35954165458679
73,stage1,rmsprop,0.01,0.9,0.0005,,1.3470334270858764,0.50694,2.5324176528930664,0.2986,0.383,35.40276098251343
74,stage1,rmsprop,0.01,0.9,0.0005,,1.3624333460998534,0.50088,7.257571307373047,0.1499,0.383,35.35971188545227
75,stage1,rmsprop,0.01,0.9,0.0005,,1.358533499069214,0.50282,1.6950745082855225,0.37,0.383,35.32088017463684
76,stage1,rmsprop,0.01,0.9,0.0005,,1.3530927925491334,0.50622,2.784273414993286,0.2155,0.383,35.45094132423401
77,stage1,rmsprop,0.01,0.9,0.0005,,1.3661029596328735,0.49856,2.0302791091918944,0.3208,0.383,35.45911169052124
78,stage1,rmsprop,0.01,0.9,0.0005,,1.3598079080581664,0.50492,1.6639905857086181,0.3918,0.3918,35.445253133773804
79,stage1,rmsprop,0.01,0.9,0.0005,,1.3531464803695679,0.50804,2.138185094451904,0.3084,0.3918,35.35837006568909
80,stage1,rmsprop,0.01,0.9,0.0005,,1.359269595413208,0.5028,1.7014109842300416,0.3541,0.3918,35.378010988235474
81,stage1,rmsprop,0.01,0.9,0.0005,,1.3596683252334594,0.50458,10.19224620513916,0.1117,0.3918,35.34573149681091
82,stage1,rmsprop,0.01,0.9,0.0005,,1.363218010597229,0.50294,2.6962810089111326,0.3376,0.3918,35.345566511154175
83,stage1,rmsprop,0.01,0.9,0.0005,,1.3476911919784547,0.50926,1.9636902652740478,0.3175,0.3918,35.500159740448
84,stage1,rmsprop,0.01,0.9,0.0005,,1.3487158279800415,0.50758,6.175298342895508,0.1611,0.3918,35.467695474624634
85,stage1,rmsprop,0.01,0.9,0.0005,,1.3489618421173095,0.50724,6.425368344116211,0.1562,0.3918,35.42203497886658
86,stage1,rmsprop,0.01,0.9,0.0005,,1.3464206368637084,0.50982,4.925324730682373,0.1396,0.3918,35.39027786254883
87,stage1,rmsprop,0.01,0.9,0.0005,,1.3461208276367187,0.50922,1.9748526237487793,0.3398,0.3918,35.41063094139099
88,stage1,rmsprop,0.01,0.9,0.0005,,1.359379804458618,0.50308,2.152874345397949,0.2825,0.3918,35.32749581336975
89,stage1,rmsprop,0.01,0.9,0.0005,,1.3458836502456666,0.5096,4.678852135848999,0.2251,0.3918,35.383238077163696
90,stage1,rmsprop,0.01,0.9,0.0005,,1.3498166828155518,0.5082,4.066884789657593,0.1313,0.3918,35.48383641242981
91,stage1,rmsprop,0.01,0.9,0.0005,,1.3567493587875366,0.50424,5.523549361419677,0.1402,0.3918,35.458688735961914
92,stage1,rmsprop,0.01,0.9,0.0005,,1.359350072555542,0.50656,2.2826011924743654,0.2252,0.3918,35.37758231163025
93,stage1,rmsprop,0.01,0.9,0.0005,,1.352722972984314,0.50694,5.621166243743897,0.1885,0.3918,35.40649104118347
94,stage1,rmsprop,0.01,0.9,0.0005,,1.3517584711074828,0.50656,2.52538916015625,0.1915,0.3918,35.39739632606506
95,stage1,rmsprop,0.01,0.9,0.0005,,1.3438041158294678,0.51292,5.478505995178223,0.1629,0.3918,35.32238030433655
96,stage1,rmsprop,0.01,0.9,0.0005,,1.3523311994171143,0.50834,2.0741008319854735,0.2976,0.3918,35.42247748374939
97,stage1,rmsprop,0.01,0.9,0.0005,,1.3491635859680176,0.50866,2.9956770557403565,0.2501,0.3918,35.467793226242065
98,stage1,rmsprop,0.01,0.9,0.0005,,1.3498440019989013,0.50756,5.5893819061279295,0.1441,0.3918,35.462629318237305
99,stage1,rmsprop,0.01,0.9,0.0005,,1.3439730975723267,0.5119,9.797085595703125,0.1546,0.3918,35.36699914932251
100,stage1,rmsprop,0.01,0.9,0.0005,,1.3418551343917846,0.51024,2.371457097244263,0.303,0.3918,35.40949034690857
