epoch,stage,model,optimizer,lr,momentum,weight_decay,rho,train_loss,train_acc,test_loss,test_acc,best_test_acc,epoch_time
1,stage2,resnet34,rmsprop,0.01,0.9,0.0005,,2.240283098526001,0.27654,1.971895687675476,0.3087,0.3087,65.44171500205994
2,stage2,resnet34,rmsprop,0.01,0.9,0.0005,,1.739552178955078,0.3473,2.937080641174316,0.2048,0.3087,65.17718863487244
3,stage2,resnet34,rmsprop,0.01,0.9,0.0005,,1.7168595086669922,0.34918,2.235340505218506,0.2521,0.3087,65.26580166816711
4,stage2,resnet34,rmsprop,0.01,0.9,0.0005,,1.7213242041015624,0.34254,3.6666035224914553,0.245,0.3087,65.29114127159119
5,stage2,resnet34,rmsprop,0.01,0.9,0.0005,,1.7076468520355224,0.351,2.5644598693847658,0.1796,0.3087,65.2197961807251
6,stage2,resnet34,rmsprop,0.01,0.9,0.0005,,1.7104601711654663,0.35072,2.409510031700134,0.2154,0.3087,65.16392064094543
7,stage2,resnet34,rmsprop,0.01,0.9,0.0005,,1.711437274131775,0.35482,2.7743273944854736,0.1266,0.3087,65.25728297233582
8,stage2,resnet34,rmsprop,0.01,0.9,0.0005,,1.705687847290039,0.35406,2.4506524761199953,0.1828,0.3087,65.2524197101593
9,stage2,resnet34,rmsprop,0.01,0.9,0.0005,,1.7197986493301392,0.35254,3.041636290359497,0.208,0.3087,65.19070386886597
10,stage2,resnet34,rmsprop,0.01,0.9,0.0005,,1.711668454208374,0.3548,2.0619309425354,0.234,0.3087,65.18613004684448
11,stage2,resnet34,rmsprop,0.01,0.9,0.0005,,1.7192030266952514,0.35134,2.1468835212707518,0.2296,0.3087,65.29788422584534
12,stage2,resnet34,rmsprop,0.01,0.9,0.0005,,1.7048204589462281,0.35762,4.912523640060424,0.1452,0.3087,65.23240041732788
13,stage2,resnet34,rmsprop,0.01,0.9,0.0005,,1.7129162418365478,0.35164,2.4022248394012453,0.2324,0.3087,65.19394564628601
14,stage2,resnet34,rmsprop,0.01,0.9,0.0005,,1.7126542391586304,0.35482,11.297048997497559,0.0848,0.3087,65.23498892784119
15,stage2,resnet34,rmsprop,0.01,0.9,0.0005,,1.703545426940918,0.35648,2.454666083908081,0.2598,0.3087,65.2815477848053
16,stage2,resnet34,rmsprop,0.01,0.9,0.0005,,1.7098507288360596,0.35322,2.4971480949401856,0.2219,0.3087,65.20432233810425
17,stage2,resnet34,rmsprop,0.01,0.9,0.0005,,1.7130556383514404,0.35078,2.5211690452575684,0.2607,0.3087,65.19458508491516
18,stage2,resnet34,rmsprop,0.01,0.9,0.0005,,1.705068493347168,0.35308,2.2554968700408935,0.1891,0.3087,65.26906204223633
19,stage2,resnet34,rmsprop,0.01,0.9,0.0005,,1.7065229510498048,0.35242,2.3774557189941405,0.2551,0.3087,65.27455925941467
20,stage2,resnet34,rmsprop,0.01,0.9,0.0005,,1.7156500371932983,0.35042,1.9360545303344727,0.2575,0.3087,65.20250344276428
21,stage2,resnet34,rmsprop,0.01,0.9,0.0005,,1.702139118080139,0.35618,2.637674411392212,0.2083,0.3087,65.17376899719238
22,stage2,resnet34,rmsprop,0.01,0.9,0.0005,,1.6969783327484131,0.3566,2.874169666290283,0.2113,0.3087,65.30464148521423
23,stage2,resnet34,rmsprop,0.01,0.9,0.0005,,1.7105079831695558,0.35552,2.039964491081238,0.2305,0.3087,65.23784613609314
24,stage2,resnet34,rmsprop,0.01,0.9,0.0005,,1.7063192156600953,0.35286,2.027809289932251,0.2126,0.3087,65.18134021759033
25,stage2,resnet34,rmsprop,0.01,0.9,0.0005,,1.7063853173065187,0.35224,4.152729723358155,0.174,0.3087,65.2171778678894
26,stage2,resnet34,rmsprop,0.01,0.9,0.0005,,1.705559560699463,0.35302,3.686572425079346,0.1621,0.3087,65.31002306938171
27,stage2,resnet34,rmsprop,0.01,0.9,0.0005,,1.7216321807479857,0.34716,2.5799703704833985,0.2093,0.3087,65.19995498657227
28,stage2,resnet34,rmsprop,0.01,0.9,0.0005,,1.70337932346344,0.35424,2.38837735786438,0.1524,0.3087,65.19138073921204
29,stage2,resnet34,rmsprop,0.01,0.9,0.0005,,1.7052963523101807,0.35112,4.677295436096191,0.1366,0.3087,65.274738073349
30,stage2,resnet34,rmsprop,0.01,0.9,0.0005,,1.7109340139770508,0.34922,7.051529473876953,0.1197,0.3087,65.2557225227356
31,stage2,resnet34,rmsprop,0.01,0.9,0.0005,,1.723792285194397,0.3466,2.513015921783447,0.1819,0.3087,65.31396245956421
32,stage2,resnet34,rmsprop,0.01,0.9,0.0005,,1.7076737657928467,0.35148,4.840834218597412,0.1278,0.3087,65.23592972755432
33,stage2,resnet34,rmsprop,0.01,0.9,0.0005,,1.7028849438095093,0.35354,8.062341410827637,0.107,0.3087,65.35341930389404
34,stage2,resnet34,rmsprop,0.01,0.9,0.0005,,1.7062623788833617,0.34796,2.315729722213745,0.2177,0.3087,65.30423045158386
35,stage2,resnet34,rmsprop,0.01,0.9,0.0005,,1.7059262357330323,0.35074,30.607009384155273,0.1001,0.3087,65.32736587524414
