epoch,stage,model,optimizer,lr,momentum,weight_decay,rho,train_loss,train_acc,test_loss,test_acc,best_test_acc,epoch_time
1,stage2,resnet34,sam,0.001,0.9,0.0005,0.1,2.0626913219451906,0.23374,1.9138914041519166,0.2978,0.2978,110.9989755153656
2,stage2,resnet34,sam,0.001,0.9,0.0005,0.1,1.810059845123291,0.32836,1.6802366134643554,0.3685,0.3685,110.63615345954895
3,stage2,resnet34,sam,0.001,0.9,0.0005,0.1,1.6679525744628907,0.3714,1.6002250425338744,0.4014,0.4014,110.64635562896729
4,stage2,resnet34,sam,0.001,0.9,0.0005,0.1,1.6023457041931153,0.39744,1.5202464483261109,0.427,0.427,110.60998773574829
5,stage2,resnet34,sam,0.001,0.9,0.0005,0.1,1.541463171005249,0.42284,1.4633091159820557,0.4484,0.4484,110.68740200996399
6,stage2,resnet34,sam,0.001,0.9,0.0005,0.1,1.4893536364364623,0.44486,1.415315349960327,0.4751,0.4751,110.66074919700623
7,stage2,resnet34,sam,0.001,0.9,0.0005,0.1,1.435021753616333,0.46674,1.3708003093719483,0.4869,0.4869,110.67681550979614
8,stage2,resnet34,sam,0.001,0.9,0.0005,0.1,1.38668107421875,0.48796,1.3305949136734008,0.5096,0.5096,110.89123558998108
9,stage2,resnet34,sam,0.001,0.9,0.0005,0.1,1.3426050357437134,0.51004,1.2830537033081055,0.5271,0.5271,110.82571196556091
10,stage2,resnet34,sam,0.001,0.9,0.0005,0.1,1.2968161682891846,0.52486,1.2430399612426757,0.5452,0.5452,110.83528971672058
11,stage2,resnet34,sam,0.001,0.9,0.0005,0.1,1.2543140724945068,0.54586,1.192257893371582,0.566,0.566,110.7885115146637
12,stage2,resnet34,sam,0.001,0.9,0.0005,0.1,1.217631690979004,0.55806,1.1618078151702882,0.5731,0.5731,110.83692574501038
13,stage2,resnet34,sam,0.001,0.9,0.0005,0.1,1.1771649967193603,0.5746,1.1175366592407228,0.5978,0.5978,110.82654881477356
14,stage2,resnet34,sam,0.001,0.9,0.0005,0.1,1.143983891105652,0.5878,1.092243969154358,0.6037,0.6037,110.85339307785034
15,stage2,resnet34,sam,0.001,0.9,0.0005,0.1,1.1145083423614501,0.60058,1.0655544909477235,0.6174,0.6174,110.80596971511841
16,stage2,resnet34,sam,0.001,0.9,0.0005,0.1,1.0797313020324708,0.61486,1.0327361862182618,0.6276,0.6276,110.85188269615173
17,stage2,resnet34,sam,0.001,0.9,0.0005,0.1,1.0521054587554932,0.62652,1.0147095222473144,0.6361,0.6361,110.74816679954529
18,stage2,resnet34,sam,0.001,0.9,0.0005,0.1,1.01994072681427,0.63814,0.9780996496200561,0.6498,0.6498,110.82976293563843
19,stage2,resnet34,sam,0.001,0.9,0.0005,0.1,0.9918675271224976,0.64894,0.946511079120636,0.6635,0.6635,110.82012224197388
20,stage2,resnet34,sam,0.001,0.9,0.0005,0.1,0.9619089997673035,0.6622,0.9280075392723084,0.6655,0.6655,110.84087824821472
21,stage2,resnet34,sam,0.001,0.9,0.0005,0.1,0.9372676732635498,0.6707,0.892973630809784,0.6804,0.6804,110.79620838165283
22,stage2,resnet34,sam,0.001,0.9,0.0005,0.1,0.9091556695556641,0.68318,0.8741861186981201,0.6876,0.6876,110.85774397850037
23,stage2,resnet34,sam,0.001,0.9,0.0005,0.1,0.8909264709091187,0.69108,0.8536906799316406,0.6993,0.6993,110.82765054702759
24,stage2,resnet34,sam,0.001,0.9,0.0005,0.1,0.86440031665802,0.69904,0.8449566308021546,0.6984,0.6993,110.8183491230011
25,stage2,resnet34,sam,0.001,0.9,0.0005,0.1,0.8453174097824097,0.70778,0.8235094653129578,0.7061,0.7061,110.83464694023132
26,stage2,resnet34,sam,0.001,0.9,0.0005,0.1,0.8260746898078919,0.71376,0.8016028490066528,0.7155,0.7155,110.80011916160583
27,stage2,resnet34,sam,0.001,0.9,0.0005,0.1,0.8081656979179382,0.72164,0.7803461065292359,0.7226,0.7226,110.8291597366333
28,stage2,resnet34,sam,0.001,0.9,0.0005,0.1,0.7891773272705078,0.72918,0.7769590327262879,0.7263,0.7263,110.81943607330322
29,stage2,resnet34,sam,0.001,0.9,0.0005,0.1,0.772401002998352,0.73538,0.7579482103347779,0.7356,0.7356,110.83986949920654
30,stage2,resnet34,sam,0.001,0.9,0.0005,0.1,0.7561599715805054,0.74088,0.7373233166694642,0.7387,0.7387,110.78199243545532
