epoch,stage,optimizer,lr,momentum,weight_decay,rho,train_loss,train_acc,test_loss,test_acc,best_test_acc,epoch_time
1,stage1,adagrad,0.01,,0.0005,,1.4335433141708374,0.49102,1.472280813217163,0.459,0.459,35.282567501068115
2,stage1,adagrad,0.01,,0.0005,,0.7875073673343659,0.74736,1.134878514099121,0.6037,0.6037,35.013413190841675
3,stage1,adagrad,0.01,,0.0005,,0.506174773273468,0.85954,0.8299250431060791,0.7118,0.7118,35.14966130256653
4,stage1,adagrad,0.01,,0.0005,,0.34751956966876985,0.91728,0.858606474685669,0.7087,0.7118,35.13154888153076
5,stage1,adagrad,0.01,,0.0005,,0.2609999752855301,0.94276,0.7250627873420715,0.7525,0.7525,35.14167141914368
6,stage1,adagrad,0.01,,0.0005,,0.2054327583026886,0.95936,0.6300926282882691,0.787,0.787,35.08706998825073
7,stage1,adagrad,0.01,,0.0005,,0.1688193673324585,0.96822,0.5303227989196777,0.8158,0.8158,35.071040630340576
8,stage1,adagrad,0.01,,0.0005,,0.14439242475509645,0.97354,0.5577395602226257,0.8159,0.8159,35.015620708465576
9,stage1,adagrad,0.01,,0.0005,,0.1223382664179802,0.97966,0.5042213739395142,0.8256,0.8256,34.99990129470825
10,stage1,adagrad,0.01,,0.0005,,0.10698472938776016,0.98294,0.5170983029365539,0.8256,0.8256,35.173558712005615
11,stage1,adagrad,0.01,,0.0005,,0.09503421135425567,0.9848,0.4992180242538452,0.8361,0.8361,35.137489557266235
12,stage1,adagrad,0.01,,0.0005,,0.08228779380679131,0.98748,0.5749052243709564,0.8125,0.8361,35.098764181137085
13,stage1,adagrad,0.01,,0.0005,,0.07030276833057404,0.9908,0.4270312964916229,0.8577,0.8577,35.05996370315552
14,stage1,adagrad,0.01,,0.0005,,0.06297746881365776,0.99178,0.45511549081802366,0.8521,0.8577,35.07598805427551
15,stage1,adagrad,0.01,,0.0005,,0.056810812715291974,0.99236,0.41191145181655886,0.8674,0.8674,35.01275634765625
16,stage1,adagrad,0.01,,0.0005,,0.0518585110783577,0.99338,0.404043182015419,0.8712,0.8712,35.04864192008972
17,stage1,adagrad,0.01,,0.0005,,0.043643225524425504,0.99542,0.4392166072368622,0.8611,0.8712,35.16549277305603
18,stage1,adagrad,0.01,,0.0005,,0.03934873705983162,0.99594,0.39939816551208496,0.8692,0.8712,35.14766597747803
19,stage1,adagrad,0.01,,0.0005,,0.03441389695942402,0.99668,0.369602086275816,0.8798,0.8798,35.08375644683838
20,stage1,adagrad,0.01,,0.0005,,0.031184551407694817,0.997,0.34772997546195983,0.8822,0.8822,35.073429346084595
21,stage1,adagrad,0.01,,0.0005,,0.028192470659017563,0.99778,0.40710120553970336,0.8747,0.8822,35.086127281188965
22,stage1,adagrad,0.01,,0.0005,,0.024588146062493325,0.99804,0.38972952179908754,0.8791,0.8822,35.0038743019104
23,stage1,adagrad,0.01,,0.0005,,0.022214591961205007,0.99836,0.37086829471588134,0.8845,0.8845,35.08752918243408
24,stage1,adagrad,0.01,,0.0005,,0.02005235825240612,0.99848,0.36963640480041504,0.8883,0.8883,35.16122889518738
25,stage1,adagrad,0.01,,0.0005,,0.01874740443021059,0.99872,0.3590506247520447,0.8869,0.8883,35.15073370933533
26,stage1,adagrad,0.01,,0.0005,,0.016374579359292984,0.99912,0.34679418230056763,0.8955,0.8955,35.056968688964844
27,stage1,adagrad,0.01,,0.0005,,0.0159936449944973,0.99918,0.3535409366607666,0.8949,0.8955,35.07452607154846
28,stage1,adagrad,0.01,,0.0005,,0.01342638536542654,0.9995,0.34274502425193787,0.8972,0.8972,35.07607460021973
29,stage1,adagrad,0.01,,0.0005,,0.012102299950122833,0.99956,0.35980427532196047,0.8989,0.8989,35.006662368774414
30,stage1,adagrad,0.01,,0.0005,,0.01173724374294281,0.99936,0.3614352635383606,0.8933,0.8989,35.11684703826904
31,stage1,adagrad,0.01,,0.0005,,0.0107181707701087,0.99968,0.34419999113082883,0.8975,0.8989,35.143134117126465
32,stage1,adagrad,0.01,,0.0005,,0.010173522886633873,0.99964,0.40997861182689666,0.8831,0.8989,35.13776516914368
33,stage1,adagrad,0.01,,0.0005,,0.009627161433696747,0.99972,0.4807548015594482,0.8623,0.8989,35.03153467178345
