epoch,stage,model,optimizer,lr,momentum,weight_decay,rho,train_loss,train_acc,test_loss,test_acc,best_test_acc,epoch_time
1,stage2,resnet18,adam,0.001,,0.0005,,1.2367494651603699,0.55596,1.3683297574996949,0.5154,0.5154,39.11654472351074
2,stage2,resnet18,adam,0.001,,0.0005,,0.8286560552787781,0.71012,0.9989370294570923,0.6609,0.6609,39.06136751174927
3,stage2,resnet18,adam,0.001,,0.0005,,0.65901702003479,0.77662,0.7029698192596435,0.7581,0.7581,39.259982109069824
4,stage2,resnet18,adam,0.001,,0.0005,,0.5665809704685211,0.8123,0.7156179158210755,0.7581,0.7581,39.26914620399475
5,stage2,resnet18,adam,0.001,,0.0005,,0.5078876062870026,0.83384,0.6856153328895569,0.7665,0.7665,39.019471406936646
6,stage2,resnet18,adam,0.001,,0.0005,,0.45197339836120604,0.85312,0.551467367553711,0.8154,0.8154,39.48073101043701
7,stage2,resnet18,adam,0.001,,0.0005,,0.40850756689071654,0.86976,0.6179775954246521,0.7976,0.8154,39.233816385269165
8,stage2,resnet18,adam,0.001,,0.0005,,0.38042802220344546,0.88116,0.5685559985160827,0.8148,0.8154,39.06501293182373
9,stage2,resnet18,adam,0.001,,0.0005,,0.3452903473758698,0.89192,0.5596746305465699,0.8083,0.8154,38.97056722640991
10,stage2,resnet18,adam,0.001,,0.0005,,0.3315440445613861,0.89718,0.4461258982181549,0.8482,0.8482,39.187827587127686
11,stage2,resnet18,adam,0.001,,0.0005,,0.31455086278915406,0.90214,0.48578191113471986,0.8394,0.8482,39.57983064651489
12,stage2,resnet18,adam,0.001,,0.0005,,0.2972357434463501,0.90758,0.44234087977409364,0.8502,0.8502,38.77393054962158
13,stage2,resnet18,adam,0.001,,0.0005,,0.28577106340408326,0.91072,0.47799207954406736,0.8452,0.8502,38.95529532432556
14,stage2,resnet18,adam,0.001,,0.0005,,0.2767600025510788,0.91496,0.40450107231140137,0.8602,0.8602,38.78354787826538
15,stage2,resnet18,adam,0.001,,0.0005,,0.25877709404945376,0.92148,0.47268481149673464,0.8458,0.8602,38.956080198287964
16,stage2,resnet18,adam,0.001,,0.0005,,0.25375561366558075,0.92348,0.3733511761665344,0.8724,0.8724,38.61559772491455
17,stage2,resnet18,adam,0.001,,0.0005,,0.24294721630096436,0.92814,0.3942766761779785,0.8757,0.8757,38.962515354156494
18,stage2,resnet18,adam,0.001,,0.0005,,0.23617730751991273,0.9291,0.42686962890625,0.8609,0.8757,38.80441761016846
19,stage2,resnet18,adam,0.001,,0.0005,,0.22809286074638366,0.93262,0.4036245558619499,0.8662,0.8757,38.57067918777466
20,stage2,resnet18,adam,0.001,,0.0005,,0.22570749843120574,0.93232,0.38471323837041854,0.8694,0.8757,38.58079957962036
21,stage2,resnet18,adam,0.001,,0.0005,,0.2222219601917267,0.93334,0.37365379054546355,0.8735,0.8757,38.58898067474365
22,stage2,resnet18,adam,0.001,,0.0005,,0.21123767465114593,0.9375,0.4010310751438141,0.8665,0.8757,38.59271597862244
23,stage2,resnet18,adam,0.001,,0.0005,,0.21175839620113374,0.9372,0.3652911491513252,0.8819,0.8819,38.570698738098145
24,stage2,resnet18,adam,0.001,,0.0005,,0.20476355830669404,0.93934,0.3673030701160431,0.8782,0.8819,38.849342346191406
25,stage2,resnet18,adam,0.001,,0.0005,,0.20004871912956237,0.9406,0.38623118124008177,0.8742,0.8819,38.47528553009033
26,stage2,resnet18,adam,0.001,,0.0005,,0.19644616067886353,0.9419,0.38478761053085325,0.8751,0.8819,38.53864312171936
27,stage2,resnet18,adam,0.001,,0.0005,,0.19959483355998994,0.94208,0.3510322474002838,0.8839,0.8839,38.68203353881836
28,stage2,resnet18,adam,0.001,,0.0005,,0.19164339865207672,0.94424,0.3530255413532257,0.8857,0.8857,38.655043840408325
29,stage2,resnet18,adam,0.001,,0.0005,,0.19111843761444092,0.9436,0.37090950255393984,0.8748,0.8857,38.67344927787781
30,stage2,resnet18,adam,0.001,,0.0005,,0.1879423412179947,0.9438,0.4099657026290894,0.8713,0.8857,38.44022274017334
