epoch,stage,model,optimizer,lr,momentum,weight_decay,rho,train_loss,train_acc,test_loss,test_acc,best_test_acc,epoch_time
1,stage2,resnet18,sgd,0.1,0.9,0.0005,,2.066795283241272,0.25606,1.6097165756225587,0.3997,0.3997,35.44491481781006
2,stage2,resnet18,sgd,0.1,0.9,0.0005,,1.4345880841445924,0.46892,1.4396288978576661,0.4806,0.4806,34.670177698135376
3,stage2,resnet18,sgd,0.1,0.9,0.0005,,1.1241058397102357,0.59668,1.0536439102172852,0.624,0.624,34.88169479370117
4,stage2,resnet18,sgd,0.1,0.9,0.0005,,0.888517502784729,0.68568,0.9575672045707703,0.6664,0.6664,34.76543116569519
5,stage2,resnet18,sgd,0.1,0.9,0.0005,,0.7148637330627441,0.7531,0.8405304842948914,0.7067,0.7067,34.71894383430481
6,stage2,resnet18,sgd,0.1,0.9,0.0005,,0.5835130964851379,0.8038,0.6939746280670166,0.7637,0.7637,34.7315788269043
7,stage2,resnet18,sgd,0.1,0.9,0.0005,,0.496033483581543,0.83572,0.5965460635185241,0.7959,0.7959,34.74184322357178
8,stage2,resnet18,sgd,0.1,0.9,0.0005,,0.4480690038871765,0.85576,0.5987768881320953,0.7961,0.7961,34.62992453575134
9,stage2,resnet18,sgd,0.1,0.9,0.0005,,0.4045787566280365,0.86944,0.6570686871528626,0.7789,0.7961,34.65816068649292
10,stage2,resnet18,sgd,0.1,0.9,0.0005,,0.38002088429450986,0.88026,0.5343880513191223,0.8218,0.8218,34.62455773353577
11,stage2,resnet18,sgd,0.1,0.9,0.0005,,0.3578630225944519,0.88796,0.5838590536594391,0.8045,0.8218,34.605507612228394
12,stage2,resnet18,sgd,0.1,0.9,0.0005,,0.3432403673934937,0.89244,0.5816856634140015,0.8034,0.8218,34.712963581085205
13,stage2,resnet18,sgd,0.1,0.9,0.0005,,0.3247250205135345,0.90078,0.4770081124305725,0.8398,0.8398,34.731549978256226
14,stage2,resnet18,sgd,0.1,0.9,0.0005,,0.309829130153656,0.90716,0.5204427438735962,0.8278,0.8398,34.751001834869385
15,stage2,resnet18,sgd,0.1,0.9,0.0005,,0.2962577334308624,0.91132,0.5013255929946899,0.8345,0.8398,34.666264295578
16,stage2,resnet18,sgd,0.1,0.9,0.0005,,0.2880726886034012,0.91368,0.49356300926208496,0.8347,0.8398,34.64192843437195
17,stage2,resnet18,sgd,0.1,0.9,0.0005,,0.27318179866313935,0.92002,0.5099951725125312,0.8266,0.8398,34.64418840408325
18,stage2,resnet18,sgd,0.1,0.9,0.0005,,0.2678323043584824,0.92106,0.6089241765022277,0.7983,0.8398,34.606693506240845
19,stage2,resnet18,sgd,0.1,0.9,0.0005,,0.2568265984630585,0.92608,0.47255608253479003,0.8401,0.8401,34.73343300819397
20,stage2,resnet18,sgd,0.1,0.9,0.0005,,0.2506305912876129,0.92806,0.5018789402484893,0.8357,0.8401,34.71164584159851
21,stage2,resnet18,sgd,0.1,0.9,0.0005,,0.24873898999214172,0.92832,0.42267521386146545,0.8549,0.8549,34.72549104690552
22,stage2,resnet18,sgd,0.1,0.9,0.0005,,0.24033411281585693,0.93132,0.5043469602108002,0.8308,0.8549,34.61817693710327
23,stage2,resnet18,sgd,0.1,0.9,0.0005,,0.24121414298057556,0.93052,0.46126465892791746,0.8502,0.8549,34.65051746368408
24,stage2,resnet18,sgd,0.1,0.9,0.0005,,0.2344117750310898,0.93376,0.4546839021682739,0.8468,0.8549,34.630042552948
25,stage2,resnet18,sgd,0.1,0.9,0.0005,,0.22980076924324036,0.93532,0.4686139867782593,0.8417,0.8549,34.587578535079956
26,stage2,resnet18,sgd,0.1,0.9,0.0005,,0.22475336270809174,0.93772,0.45224139013290404,0.8478,0.8549,34.764941930770874
27,stage2,resnet18,sgd,0.1,0.9,0.0005,,0.22052413086891173,0.93922,0.49462985830307005,0.841,0.8549,34.73301148414612
28,stage2,resnet18,sgd,0.1,0.9,0.0005,,0.2201030910539627,0.939,0.43357960073947904,0.8567,0.8567,34.69580841064453
29,stage2,resnet18,sgd,0.1,0.9,0.0005,,0.2170422508239746,0.93964,0.455818772983551,0.8517,0.8567,34.63648533821106
30,stage2,resnet18,sgd,0.1,0.9,0.0005,,0.21633744511127473,0.94094,0.450469913315773,0.8504,0.8567,34.64910292625427
31,stage2,resnet18,sgd,0.1,0.9,0.0005,,0.21346601369380952,0.94088,0.4402442889213562,0.855,0.8567,34.62534713745117
32,stage2,resnet18,sgd,0.1,0.9,0.0005,,0.20804766627788543,0.94282,0.4327931962490082,0.8548,0.8567,34.60600447654724
33,stage2,resnet18,sgd,0.1,0.9,0.0005,,0.2067729461812973,0.94406,0.48180719509124753,0.8376,0.8567,34.777486085891724
34,stage2,resnet18,sgd,0.1,0.9,0.0005,,0.20063051235198975,0.9457,0.5036696597099304,0.8389,0.8567,34.71959638595581
35,stage2,resnet18,sgd,0.1,0.9,0.0005,,0.20812165138721467,0.9438,0.4929160022735596,0.8418,0.8567,34.71726322174072
36,stage2,resnet18,sgd,0.1,0.9,0.0005,,0.19961961287021637,0.94646,0.567805214881897,0.8186,0.8567,34.63918352127075
37,stage2,resnet18,sgd,0.1,0.9,0.0005,,0.20325515646457673,0.94464,0.42249407262802124,0.8647,0.8647,34.67342519760132
38,stage2,resnet18,sgd,0.1,0.9,0.0005,,0.19681272011756898,0.94698,0.469765013217926,0.8422,0.8647,34.6478910446167
39,stage2,resnet18,sgd,0.1,0.9,0.0005,,0.19562445369243622,0.94746,0.40270220937728884,0.8689,0.8689,34.60762095451355
40,stage2,resnet18,sgd,0.1,0.9,0.0005,,0.19765142662525176,0.94578,0.4406622554302216,0.8578,0.8689,34.76294565200806
41,stage2,resnet18,sgd,0.1,0.9,0.0005,,0.1956852165174484,0.94824,0.39231235358715055,0.8703,0.8703,34.74127531051636
42,stage2,resnet18,sgd,0.1,0.9,0.0005,,0.1932103860282898,0.94906,0.4033084279537201,0.8637,0.8703,34.69576811790466
43,stage2,resnet18,sgd,0.1,0.9,0.0005,,0.19356494707584382,0.94862,0.5079714638233185,0.838,0.8703,34.66856265068054
44,stage2,resnet18,sgd,0.1,0.9,0.0005,,0.1941251559448242,0.94782,0.44303495168685914,0.8536,0.8703,34.67064046859741
45,stage2,resnet18,sgd,0.1,0.9,0.0005,,0.1869066248893738,0.95084,0.4362346580505371,0.8604,0.8703,34.637056827545166
46,stage2,resnet18,sgd,0.1,0.9,0.0005,,0.19054518106460572,0.94912,0.4385791746139526,0.8531,0.8703,34.65928292274475
47,stage2,resnet18,sgd,0.1,0.9,0.0005,,0.18945109113693237,0.94996,0.4358497178554535,0.8576,0.8703,34.776509284973145
48,stage2,resnet18,sgd,0.1,0.9,0.0005,,0.18487056330680848,0.95096,0.39441770181655883,0.8686,0.8703,34.760987520217896
49,stage2,resnet18,sgd,0.1,0.9,0.0005,,0.1846744317817688,0.95176,0.4184629765510559,0.8605,0.8703,34.70354151725769
50,stage2,resnet18,sgd,0.1,0.9,0.0005,,0.18896186725616454,0.94904,0.3967877142429352,0.8688,0.8703,34.66156530380249
51,stage2,resnet18,sgd,0.1,0.9,0.0005,,0.18691940440177918,0.94976,0.3777823098659515,0.8739,0.8739,34.674391746520996
52,stage2,resnet18,sgd,0.1,0.9,0.0005,,0.1829832744050026,0.9513,0.3843814806461334,0.869,0.8739,34.62165117263794
53,stage2,resnet18,sgd,0.1,0.9,0.0005,,0.18984510242938996,0.94962,0.3936467687129974,0.869,0.8739,34.65707063674927
54,stage2,resnet18,sgd,0.1,0.9,0.0005,,0.18238068408966066,0.95272,0.3945456606388092,0.8657,0.8739,34.74834585189819
55,stage2,resnet18,sgd,0.1,0.9,0.0005,,0.18263471589565278,0.95146,0.48822419595718386,0.8381,0.8739,34.733174562454224
56,stage2,resnet18,sgd,0.1,0.9,0.0005,,0.18381488101005555,0.95122,0.42539545640945436,0.8577,0.8739,34.67623162269592
57,stage2,resnet18,sgd,0.1,0.9,0.0005,,0.17930177480220794,0.95346,0.4273863447189331,0.8622,0.8739,34.659913539886475
58,stage2,resnet18,sgd,0.1,0.9,0.0005,,0.18421635497808456,0.95082,0.4806142533302307,0.8389,0.8739,34.675193786621094
59,stage2,resnet18,sgd,0.1,0.9,0.0005,,0.17981916434526443,0.95308,0.4174238753795624,0.8625,0.8739,34.637930154800415
60,stage2,resnet18,sgd,0.1,0.9,0.0005,,0.1864701952266693,0.94972,0.48595803575515745,0.844,0.8739,34.67601299285889
61,stage2,resnet18,sgd,0.1,0.9,0.0005,,0.17724839220046998,0.9537,0.442564420747757,0.8554,0.8739,34.75576996803284
62,stage2,resnet18,sgd,0.1,0.9,0.0005,,0.1792052457141876,0.95368,0.4756699353694916,0.8453,0.8739,34.778287172317505
63,stage2,resnet18,sgd,0.1,0.9,0.0005,,0.18113455697536468,0.95342,0.3907225513458252,0.8679,0.8739,34.70380401611328
64,stage2,resnet18,sgd,0.1,0.9,0.0005,,0.1809360846042633,0.95166,0.43148281297683716,0.86,0.8739,34.67947840690613
65,stage2,resnet18,sgd,0.1,0.9,0.0005,,0.17980946529865266,0.9537,0.3968620044708252,0.8686,0.8739,34.68168783187866
66,stage2,resnet18,sgd,0.1,0.9,0.0005,,0.17701387198925017,0.95528,0.3918922082185745,0.8654,0.8739,34.66514229774475
