epoch,stage,model,optimizer,lr,momentum,weight_decay,rho,train_loss,train_acc,test_loss,test_acc,best_test_acc,epoch_time
1,stage2,resnet34,sgd,0.001,0.9,0.0005,,1.8586374732208253,0.3148,1.613047505569458,0.3991,0.3991,63.874920129776
2,stage2,resnet34,sgd,0.001,0.9,0.0005,,1.5150719982528686,0.43774,1.4431785343170167,0.4666,0.4666,63.709248304367065
3,stage2,resnet34,sgd,0.001,0.9,0.0005,,1.3446229776382446,0.50768,1.2951772626876832,0.5247,0.5247,63.62298536300659
4,stage2,resnet34,sgd,0.001,0.9,0.0005,,1.2186495633125305,0.55662,1.2108070781707763,0.5593,0.5593,63.60120439529419
5,stage2,resnet34,sgd,0.001,0.9,0.0005,,1.108817550983429,0.60234,1.0815686868667602,0.6102,0.6102,63.646586418151855
6,stage2,resnet34,sgd,0.001,0.9,0.0005,,1.0236324948883058,0.63072,1.050415452194214,0.6264,0.6264,63.708929777145386
7,stage2,resnet34,sgd,0.001,0.9,0.0005,,0.9495847602081299,0.6595,0.9373561785697937,0.6684,0.6684,63.60654973983765
8,stage2,resnet34,sgd,0.001,0.9,0.0005,,0.8872990432548523,0.68232,0.944807889175415,0.6629,0.6684,63.59761571884155
9,stage2,resnet34,sgd,0.001,0.9,0.0005,,0.8403841389846802,0.69866,0.9334576183319092,0.6709,0.6709,63.7005078792572
10,stage2,resnet34,sgd,0.001,0.9,0.0005,,0.794227677230835,0.7188,0.8399720911026001,0.7049,0.7049,63.68143892288208
11,stage2,resnet34,sgd,0.001,0.9,0.0005,,0.7475677997016906,0.7337,0.7913380835533143,0.7258,0.7258,63.62265133857727
12,stage2,resnet34,sgd,0.001,0.9,0.0005,,0.7068219541549683,0.74966,0.794050351524353,0.7236,0.7258,63.58603763580322
13,stage2,resnet34,sgd,0.001,0.9,0.0005,,0.6666521526908874,0.763,0.7704960644721985,0.7299,0.7299,63.728840589523315
14,stage2,resnet34,sgd,0.001,0.9,0.0005,,0.634674598865509,0.77754,0.7354496353149415,0.7459,0.7459,63.65953254699707
15,stage2,resnet34,sgd,0.001,0.9,0.0005,,0.6058663783359528,0.78696,0.6894843883514404,0.758,0.758,63.63422155380249
16,stage2,resnet34,sgd,0.001,0.9,0.0005,,0.5725680537796021,0.80104,0.6626182983398438,0.7696,0.7696,63.62869334220886
17,stage2,resnet34,sgd,0.001,0.9,0.0005,,0.5499304327011109,0.809,0.6472091488361359,0.7783,0.7783,63.71426224708557
18,stage2,resnet34,sgd,0.001,0.9,0.0005,,0.5239984411239624,0.81768,0.6465933014392853,0.7797,0.7797,63.6256320476532
19,stage2,resnet34,sgd,0.001,0.9,0.0005,,0.5005562255477906,0.82552,0.6549995865345001,0.7774,0.7797,63.591322898864746
20,stage2,resnet34,sgd,0.001,0.9,0.0005,,0.4788984079647064,0.8339,0.6218465065717698,0.7895,0.7895,63.67211413383484
21,stage2,resnet34,sgd,0.001,0.9,0.0005,,0.4601019375610352,0.84054,0.5974171598911285,0.7975,0.7975,63.69487500190735
22,stage2,resnet34,sgd,0.001,0.9,0.0005,,0.43745881189346314,0.84778,0.572384707736969,0.8091,0.8091,63.62844133377075
23,stage2,resnet34,sgd,0.001,0.9,0.0005,,0.42450549463272097,0.85264,0.5735051824569702,0.8076,0.8091,63.6040563583374
24,stage2,resnet34,sgd,0.001,0.9,0.0005,,0.4077978551673889,0.85774,0.5755741281270981,0.8077,0.8091,63.715094804763794
25,stage2,resnet34,sgd,0.001,0.9,0.0005,,0.3916449258327484,0.86424,0.5770335155487061,0.8082,0.8091,63.67715668678284
26,stage2,resnet34,sgd,0.001,0.9,0.0005,,0.37235174995422365,0.8727,0.5512339284181594,0.8171,0.8171,63.62454080581665
27,stage2,resnet34,sgd,0.001,0.9,0.0005,,0.36072019975662234,0.8746,0.5222515738487243,0.8288,0.8288,63.595529556274414
28,stage2,resnet34,sgd,0.001,0.9,0.0005,,0.3458858783340454,0.88042,0.5549654150247574,0.8203,0.8288,63.736735820770264
29,stage2,resnet34,sgd,0.001,0.9,0.0005,,0.3316298146057129,0.88586,0.5377873333454132,0.8253,0.8288,63.66949510574341
30,stage2,resnet34,sgd,0.001,0.9,0.0005,,0.32168043499946597,0.88952,0.5311301650047302,0.8243,0.8288,63.63310503959656
31,stage2,resnet34,sgd,0.001,0.9,0.0005,,0.3024354756355286,0.89738,0.5231447488069534,0.8282,0.8288,63.626153230667114
