epoch,stage,optimizer,lr,momentum,weight_decay,rho,train_loss,train_acc,test_loss,test_acc,best_test_acc,epoch_time
76,stage1,sgd,0.01,0.9,0.0005,,0.018023229499459267,0.99858,0.34640554943084717,0.9046,0.9122,34.793545961380005
77,stage1,sgd,0.01,0.9,0.0005,,0.019441805999875068,0.99818,0.32069361152648923,0.9105,0.9122,34.767555475234985
78,stage1,sgd,0.01,0.9,0.0005,,0.019743425747305154,0.99848,0.3512285855293274,0.908,0.9122,34.79888725280762
79,stage1,sgd,0.01,0.9,0.0005,,0.0190356867903471,0.99846,0.3190436201572418,0.9123,0.9123,34.92424201965332
80,stage1,sgd,0.01,0.9,0.0005,,0.021997009820342063,0.99792,0.33634627017974855,0.9074,0.9123,34.871559381484985
81,stage1,sgd,0.01,0.9,0.0005,,0.01947113367587328,0.99862,0.3222098262310028,0.9117,0.9123,34.844114542007446
82,stage1,sgd,0.01,0.9,0.0005,,0.01829593560785055,0.99832,0.3170577563524246,0.91,0.9123,34.781397342681885
83,stage1,sgd,0.01,0.9,0.0005,,0.01739064195305109,0.99848,0.3493881664276123,0.9091,0.9123,34.78877401351929
84,stage1,sgd,0.01,0.9,0.0005,,0.01854295882329345,0.99842,0.3332550611972809,0.911,0.9123,34.75180745124817
85,stage1,sgd,0.01,0.9,0.0005,,0.018948785263895988,0.99808,0.3219942066192627,0.9093,0.9123,34.804200649261475
86,stage1,sgd,0.01,0.9,0.0005,,0.01875667855322361,0.9986,0.3094232316017151,0.9141,0.9141,34.92024374008179
87,stage1,sgd,0.01,0.9,0.0005,,0.01812265270590782,0.99838,0.3363152758598328,0.908,0.9141,34.88752818107605
88,stage1,sgd,0.01,0.9,0.0005,,0.019267241631150244,0.99854,0.3118703921318054,0.9117,0.9141,34.8118691444397
89,stage1,sgd,0.01,0.9,0.0005,,0.016652151064276696,0.99886,0.31569671487808226,0.9123,0.9141,34.78908824920654
90,stage1,sgd,0.01,0.9,0.0005,,0.017431627437770367,0.9986,0.3147137444019318,0.9133,0.9141,34.79539895057678
91,stage1,sgd,0.01,0.9,0.0005,,0.016680524328947066,0.99878,0.30311795177459716,0.9169,0.9169,34.75863003730774
92,stage1,sgd,0.01,0.9,0.0005,,0.016580621933341026,0.99864,0.3563774429798126,0.9051,0.9169,34.847259759902954
93,stage1,sgd,0.01,0.9,0.0005,,0.017009082468152047,0.99854,0.3334135927677154,0.907,0.9169,34.9076406955719
94,stage1,sgd,0.01,0.9,0.0005,,0.0164669719389081,0.9986,0.3159525194168091,0.9096,0.9169,34.88882112503052
95,stage1,sgd,0.01,0.9,0.0005,,0.016444510381519794,0.99864,0.30109069356918333,0.9152,0.9169,34.807652950286865
96,stage1,sgd,0.01,0.9,0.0005,,0.01783270731151104,0.9984,0.29198808455467223,0.9148,0.9169,34.798550605773926
97,stage1,sgd,0.01,0.9,0.0005,,0.01678287729382515,0.99882,0.302225366973877,0.9151,0.9169,34.78035759925842
98,stage1,sgd,0.01,0.9,0.0005,,0.015969694942831993,0.99884,0.2955705159187317,0.9192,0.9192,34.77650284767151
99,stage1,sgd,0.01,0.9,0.0005,,0.0169663317322731,0.99844,0.31979977498054507,0.9099,0.9192,34.85680842399597
100,stage1,sgd,0.01,0.9,0.0005,,0.01545232927531004,0.99892,0.33223462114334107,0.9119,0.9192,34.927709102630615
