optimizer,lr,rho,rho_min,rho_max,dynamic,adaptive_power,eta,label,best_epoch,best_test_acc,best_model_path,seed,epochs
dynamic_improved_sam,0.01,0.05,0.001,0.05,True,1.0,0.01,"Dynamic ImprovedSAM lr=0.01, rho=0.001-0.05",70,0.9161,results/models/stage3_resnet18_dynamic_improved_sam_lr0.01_rho0.001-0.05_warm5_ep100_seed42_best.pth,42,100
