optimizer,label,best_epoch,best_test_acc,best_model_path,log_path,lr_center,lr_min,lr_max,rho_center,rho_min,rho_max,adaptive,adaptive_power,eta,seed,epochs
stage4_dynamic_rho_lr_improved_sam,"Stage4 Dynamic Rho+LR ImprovedSAM (lr_center=0.01, rho_center=0.1)",96,0.9377,results/models/stage4_dynamic_rho_lr_improved_sam_lrC0.01_lrR0.0001-0.012_rhoC0.1_rhoR0.05-0.12_warm5_lrOsc0.02_rhoOsc0.03_ap1.0_seed42_ep100_best.pth,results/logs/stage4_dynamic_rho_lr_improved_sam_lrC0.01_lrR0.0001-0.012_rhoC0.1_rhoR0.05-0.12_warm5_lrOsc0.02_rhoOsc0.03_ap1.0_seed42_ep100.csv,0.01,0.0001,0.012,0.1,0.05,0.12,True,1.0,0.01,42,100
