optimizer,label,exp_tag,file_tag,best_epoch,best_test_acc,best_model_path,log_path,lr_init,lr_min,lr_max,rho_init,rho_min,rho_max,feedback_patience,feedback_min_delta,feedback_lr_factor,feedback_rho_factor,gap_threshold,gap_patience,gap_lr_factor,gap_rho_factor,cooldown,recover_patience,recover_lr_factor,recover_rho_factor,recover_gap_threshold,adaptive,adaptive_power,eta,label_smoothing,seed,epochs
stage5_mild_recover_gap_feedback_dynamic_rho_lr_improved_sam,"Stage5 Mild Recover Gap-aware Feedback Dynamic Rho+LR ImprovedSAM (init_lr=0.01, init_rho=0.1)",lrInit0.01_lrRange0.001-0.012_rhoInit0.1_rhoRange0.05-0.12_pat8_gapPat4_gapTh0.05_lrF0.8_rhoF0.9_gapLrF0.9_gapRhoF0.95_cool5_recPat5_recLrF1.03_recRhoF1.02_recGapTh0.03_ls0.05_ap1.0_seed42,lr0p01_rho0p1_gap0p05_gpat4_cool5_rec5_ls0p05_s42,97,0.9412,results/models/stage5_mild_recover_lr0p01_rho0p1_gap0p05_gpat4_cool5_rec5_ls0p05_s42_ep100_best.pth,results/logs/stage5_mild_recover_lr0p01_rho0p1_gap0p05_gpat4_cool5_rec5_ls0p05_s42_ep100.csv,0.01,0.001,0.012,0.1,0.05,0.12,8,0.0001,0.8,0.9,0.05,4,0.9,0.95,5,5,1.03,1.02,0.03,True,1.0,0.01,0.05,42,100
