stage,model,dataset,optimizer,lr,momentum,weight_decay,rho,epochs,seed,best_test_acc,final_test_acc,total_time,best_model_path,log_path
stage2,resnet18,cifar10,adagrad,0.1,,0.0005,,100,42,0.8763,0.8748,3803.1460902690887,results/models/stage2_resnet18_cifar10_adagrad_lr0.1_ep100_seed42_best.pth,results/logs/stage2_resnet18_cifar10_adagrad_lr0.1_ep100_seed42.csv
